drug1,drug2,3pathssGSEA_sim,SMILES_sim,PPI_sim
Dabrafenib,PD-173074,0.527232286,0.224550898,7.96929E-70
CP466722,FMK,0.527229024,0.259493671,1.5773E-101
Cyclopamine,Methotrexate,0.527118784,0.17826087,5.88856E-69
LFM-A13,Ruxolitinib,0.527071227,0.131313131,2.37561E-66
BMS-708163,Genentech Cpd 10,0.527028591,NA,6.2706E-132
AMG-706,Genentech Cpd 10,0.527011711,NA,6.45759E-66
FMK,OSU-03012,0.527010997,0.223021583,1.07853E-70
Bexarotene,JNK-9L,0.526951281,0.110638298,NA
AS605240,QS11,0.526948105,0.183856502,8.4863E-133
CX-5461,FMK,0.526937519,0.254498715,1.1485E-133
JW-7-24-1,Phenformin,0.526926895,NA,8.4863E-133
Ruxolitinib,XMD8-85,0.526880159,0.197718631,8.17799E-80
GSK429286A,MLN4924,0.526871796,0.262589928,4.2251E-134
Camptothecin,XMD14-99,0.526823552,NA,7.1611E-106
I-BET,Masitinib,0.526812025,0.183229814,6.6267E-76
PFI-1,TGX221,0.526754025,0.171929825,8.39216E-90
LAQ824,Rapamycin,0.526694477,0.125925926,1.60068E-68
Camptothecin,GSK2126458,0.526677955,0.199438202,5.88856E-69
BMS-536924,TPCA-1,0.526631841,0.153310105,1.8485E-85
AP-24534,CI-1040,0.526623785,0.212355212,0.9
Erlotinib,PHA-665752,0.526615364,0.166666667,0.9
MK-2206,PD-0325901,0.526519622,0.144694534,0.9
MPS-1-IN-1,S-Trityl-L-cysteine,0.526486667,0.154228856,NA
OSI-930,Trametinib,0.526477136,0.199275362,0.9
KIN001-102,UNC1215,0.526458254,0.366492147,1.7045E-131
QL-VIII-58,SB 216763,0.5264511,NA,3.21504E-67
CAL-101,VNLG/124,0.526412847,0.136690647,NA
Dasatinib,Phenformin,0.526394075,0.112068966,7.65266E-93
Dasatinib,SB 216763,0.526352724,0.216949153,2.16628E-69
AZD7762,BX-912,0.526339302,0.170909091,0.9
AZ628,AZD6482,0.526334145,0.260714286,4.8965E-75
ABT-263,SGC0946,0.526312883,0.263736264,2.50167E-86
Bortezomib,GSK1070916,0.526301572,0.197026022,3.96768E-71
Bleomycin,Dasatinib,0.526268273,0.279475983,6.45759E-66
VX-680,XMD15-27,0.526205476,NA,NA
SNX-2112,Thapsigargin,0.526163858,0.157509158,7.8531E-103
ABT-869,GW 441756,0.526163351,0.230046948,1.4383E-104
EX-527,LY317615,0.526145813,0.351851852,4.07158E-81
EHT 1864,GDC0941,0.526087394,0.217948718,3.6587E-117
CAL-101,MP470,0.526073943,0.341296928,1.7045E-131
Gefitinib,TAK-715,0.526068849,0.201413428,0.9
Epothilone B,OSI-930,0.525984271,0.151898734,NA
Doxorubicin,WH-4-023,0.525926813,0.176666667,0.9
Dasatinib,Mitomycin C,0.525924776,0.160349854,1.3812E-127
KIN001-135,Vorinostat,0.525916614,0.106122449,NA
MK-2206,RO-3306,0.525911869,0.239393939,3.21504E-67
Gefitinib,RDEA119,0.525900752,0.239495798,0.9
AZD6482,THZ-2-49,0.525862299,NA,6.1106E-122
CH5424802,PLX4720,0.525815369,0.323770492,2.28123E-89
AZD8055,PLX4720,0.525802306,0.193430657,3.21504E-67
GNF-2,NSC-207895,0.525776906,0.184331797,5.51029E-82
Doxorubicin,NSC-87877,0.525772545,0.188235294,8.73939E-67
BMN-673,FK866,0.525750122,0.156862745,5.65459E-92
HG-5-88-01,LAQ824,0.525701465,NA,1.1485E-133
BIRB 0796,piperlongumine,0.525689491,0.179824561,2.37561E-66
GNF-2,QL-X-138,0.525670587,0.283783784,6.2706E-132
Etoposide,Rapamycin,0.525669011,0.068421053,0.9
FMK,ZM-447439,0.525622554,0.274074074,3.21504E-67
S-Trityl-L-cysteine,THZ-2-49,0.525612523,NA,2.8468E-136
AT-7519,Y-39983,0.5255924,0.308139535,8.73939E-67
CCT007093,PD-0325901,0.525592193,0.13372093,7.45737E-83
Epothilone B,Gemcitabine,0.525574105,0.168067227,NA
LY317615,XMD14-99,0.525465085,NA,9.83489E-74
Y-39983,ZSTK474,0.525396912,0.226744186,8.73939E-67
FK866,Temozolomide,0.525384192,0.15625,5.88856E-69
GSK-1904529A,UNC1215,0.525358727,0.232786885,6.4348E-142
NPK76-II-72-1,WH-4-023,0.525346569,NA,2.3068E-132
GSK1070916,TGX221,0.525304943,0.191358025,3.96768E-71
GW 441756,PIK-93,0.525169438,0.159722222,1.2595E-130
EKB-569,Pazopanib,0.525132127,0.238866397,6.45759E-66
BMN-673,JNK-9L,0.525079214,0.233983287,NA
KIN001-135,S-Trityl-L-cysteine,0.525067311,0.12601626,NA
Elesclomol,MP470,0.525059157,0.168224299,4.6334E-131
Genentech Cpd 10,QS11,0.525036814,NA,1.18275E-67
PFI-1,UNC1215,0.524986665,0.299435028,2.9646E-113
PD-0332991,Trametinib,0.524967896,0.278688525,1.18275E-67
KIN001-266,MS-275,0.524946942,0.259259259,2.1347E-102
Elesclomol,TL-1-85,0.524919314,NA,NA
17-AAG,IPA-3,0.524874225,0.066326531,4.8965E-75
AZD6482,DMOG,0.524830812,0.11790393,7.7385E-136
AC220,GSK-1904529A,0.524830629,0.354330709,1.6186E-111
JQ1,Thapsigargin,0.524824882,0.14556962,1.60068E-68
TAK-715,UNC1215,0.524794583,0.245689655,1.7045E-131
JNK Inhibitor VIII,XMD13-2,0.524779064,NA,NA
BI-2536,Dabrafenib,0.524744514,0.219101124,2.74341E-83
CGP-082996,Salubrinal,0.524670685,0.227906977,2.889E-103
17-AAG,T0901317,0.524658456,0.101214575,8.39216E-90
JNK Inhibitor VIII,KIN001-135,0.524646241,0.278911565,NA
FH535,PI-103,0.524587106,0.148594378,4.07158E-81
FR-180204,S-Trityl-L-cysteine,0.524581429,0.170454545,3.96768E-71
EKB-569,SN-38,0.524579226,0.258064516,1.33101E-74
SB 216763,VX-702,0.524569405,0.196911197,1.68561E-88
FMK,Masitinib,0.524567778,0.259385666,7.26706E-73
KIN001-270,Parthenolide,0.524561752,0.1,3.38564E-87
UNC0638,XMD15-27,0.524528232,NA,NA
KIN001-260,XMD13-2,0.524504709,NA,NA
Bryostatin 1,Sunitinib,0.524490361,0.114285714,1.97539E-72
AZD6244,Trametinib,0.524468173,0.2,0.9
AR-42,I-BET,0.52440138,0.195833333,2.6734E-73
CP466722,YM155,0.524399885,0.167647059,4.07158E-81
CH5424802,EKB-569,0.524393179,0.302419355,4.6334E-131
AZ628,Olaparib,0.524345036,0.288372093,7.26706E-73
CGP-082996,KU-55933,0.524303217,0.149253731,2.3068E-132
AZD-0530,JQ1,0.524302574,0.234463277,0.9
Cytarabine,Nutlin-3a,0.524292855,0.196363636,7.26706E-73
OSU-03012,XMD8-85,0.524291484,0.245136187,9.20312E-87
NVP-BEZ235,PD-0325901,0.524258855,0.216080402,0.9
AICAR,BIX02189,0.524247888,0.136054422,5.718E-135
KIN001-102,MPS-1-IN-1,0.524240409,0.286821705,NA
CI-1040,Pyrimethamine,0.524236831,0.2,1.07853E-70
CX-5461,I-BET,0.524220262,0.228501229,9.44413E-97
GSK-1904529A,Phenformin,0.524121166,0.101010101,4.2251E-134
AMG-706,FR-180204,0.524074425,0.242152466,8.0587E-113
BMN-673,Cyclopamine,0.524053488,0.117834395,3.1682E-100
AR-42,AZ628,0.524023608,0.341614907,5.8027E-102
MP470,Y-39983,0.52399009,0.310679612,1.18275E-67
Camptothecin,GSK429286A,0.523980436,0.292834891,1.27812E-97
17-AAG,AT-7519,0.523978433,0.177865613,0.9
BAY 61-3606,STF-62247,0.523949929,0.32300885,4.2251E-134
BMS-754807,LAQ824,0.523918272,0.177257525,2.93174E-70
Afatinib,LAQ824,0.523865977,0.213043478,1.8485E-85
BIRB 0796,CAY10603,0.523857101,0.238970588,6.45759E-66
17-AAG,SB590885,0.523821568,0.307407407,2.28123E-89
KIN001-102,PFI-1,0.523807841,0.272340426,5.88856E-69
AUY922,Bortezomib,0.523795467,0.227436823,1.45963E-71
Bortezomib,Nutlin-3a,0.523768147,0.279527559,0.9
AR-42,EX-527,0.523723847,0.298701299,3.4236E-130
AICAR,PAC-1,0.523721438,0.117216117,3.1219E-133
17-AAG,AP-24534,0.523657704,0.1414791,0.9
CP724714,SL 0101-1,0.52362165,0.211409396,8.39216E-90
AP-24534,CH5424802,0.523619711,0.281588448,5.36967E-72
BMS-536924,WZ-1-84,0.523595116,0.228070175,5.65459E-92
ABT-869,YM201636,0.523567698,0.208178439,2.3068E-132
CH5424802,MG-132,0.523557428,0.188940092,6.6267E-76
681640,AZ628,0.523547825,0.258373206,8.73939E-67
Dabrafenib,PD-0325901,0.523540706,0.159744409,0.9
GDC0941,TW 37,0.523531797,0.18466899,6.80024E-86
SB 216763,Zibotentan; ZD4054,0.523526939,0.181818182,2.8468E-136
Doxorubicin,GW 441756,0.523518258,0.179661017,0.9
Paclitaxel,QS11,0.523415388,0.211320755,1.36586E-84
BAY 61-3606,JNK-9L,0.523400369,0.376865672,NA
ABT-888,AZD-0530,0.523310913,0.2,4.35109E-68
Etoposide,Vorinostat,0.523295016,0.123076923,1.24551E-87
BMS-345541,Trametinib,0.523279507,0.125954198,6.45759E-66
AZD7762,PI-103,0.523196395,0.160655738,1.80132E-75
JNJ-26854165,YK 4-279,0.523186763,0.272251309,NA
BIRB 0796,Docetaxel,0.523155491,0.186046512,8.73939E-67
BI-2536,Vorinostat,0.523119896,0.25,2.6734E-73
S-Trityl-L-cysteine,UNC0638,0.523117429,0.119791667,6.1106E-122
XL-880,YK 4-279,0.523095711,0.31277533,NA
Bosutinib,MK-2206,0.523095601,0.194444444,2.16628E-69
CGP-082996,CP724714,0.523094862,0.359090909,1.7045E-131
ABT-888,HG-6-64-1,0.523067114,0.277272727,1.7045E-131
681640,Cyclopamine,0.523025999,0.191489362,6.45759E-66
BIX02189,Y-39983,0.523006864,0.355932203,2.6734E-73
BMS-708163,Midostaurin,0.522934666,0.206349206,2.93174E-70
Methotrexate,XMD15-27,0.522912127,NA,NA
FR-180204,PF-562271,0.522853931,0.214035088,0.9
Cyclopamine,HG-6-64-1,0.522837966,0.16017316,6.45759E-66
BIX02189,Genentech Cpd 10,0.522817551,NA,4.07158E-81
AICAR,HG-5-113-01,0.522797533,NA,1.24551E-87
Bleomycin,CAL-101,0.522729535,0.275862069,2.56718E-96
HG-5-113-01,Vinorelbine,0.522715243,NA,1.49785E-81
AR-42,Embelin,0.522634028,0.10483871,6.45759E-66
Lapatinib,Vismodegib,0.522567724,0.252788104,6.45759E-66
BX-912,TG101348,0.522549433,0.394618834,6.45759E-66
Embelin,Olaparib,0.522527833,0.07027027,3.21504E-67
CGP-60474,GSK-1904529A,0.522511672,0.327868852,2.16628E-69
Roscovitine,THZ-2-49,0.522477814,NA,0.9
Bosutinib,XMD8-85,0.522469563,0.33744856,8.73939E-67
EX-527,GNF-2,0.522374756,0.182648402,5.4299E-115
MLN4924,Ruxolitinib,0.522242828,0.309236948,1.45963E-71
CAY10603,SB 216763,0.52221705,0.186046512,1.7045E-131
Bortezomib,CCT007093,0.522211036,0.134408602,2.37561E-66
BAY 61-3606,XL-184,0.52219659,0.271929825,1.18275E-67
WZ3105,Zibotentan; ZD4054,0.522155679,NA,5.0811E-128
Bexarotene,GSK269962A,0.522131146,0.125925926,2.3068E-132
Etoposide,PXD101; Belinostat,0.52208621,0.112554113,3.21504E-67
FMK,Vinblastine,0.522085818,0.243654822,6.3634E-99
AS601245,piperlongumine,0.522078226,0.143497758,NA
Bicalutamide,CAL-101,0.522069702,0.235714286,8.4863E-133
FH535,HG-5-88-01,0.521992838,NA,7.8531E-103
Elesclomol,UNC1215,0.521975164,0.278195489,7.7385E-136
NVP-BHG712,Thapsigargin,0.521969339,0.094890511,8.39216E-90
Bosutinib,GNF-2,0.521962401,0.276315789,0.9
Bortezomib,Gemcitabine,0.521926899,0.157894737,0.9
Elesclomol,FMK,0.521833758,0.130801688,8.0587E-113
FMK,JNK Inhibitor VIII,0.521769058,0.269503546,2.93174E-70
CAL-101,CX-5461,0.521758807,0.2775,6.2706E-132
BMS-536924,SB590885,0.521756494,0.262458472,5.36967E-72
FK866,LFM-A13,0.52173937,0.213333333,4.2251E-134
17-AAG,QL-VIII-58,0.521739093,NA,9.83489E-74
AZD6482,JW-7-52-1,0.521734081,0.255737705,4.6334E-131
PF-4708671,Pyrimethamine,0.521649014,0.313953488,1.1485E-133
Bortezomib,KIN001-055,0.521639405,0.142857143,2.7034E-116
CAL-101,SB52334,0.521600175,0.2,NA
CAY10603,GSK429286A,0.521586723,0.255813953,2.56718E-96
FMK,HG-5-88-01,0.521538007,NA,4.70196E-98
Bosutinib,Tubastatin A,0.521464951,0.221343874,1.45963E-71
CGP-082996,PI-103,0.521429313,0.35,3.29924E-77
GSK690693,XAV 939,0.521422895,0.173789174,8.73939E-67
XAV 939,Y-39983,0.521417635,0.188940092,1.27812E-97
CHIR-99021,UNC1215,0.521348095,0.162280702,1.1485E-133
BIRB 0796,CHIR-99021,0.521304314,0.195876289,6.45759E-66
Cetuximab,Dasatinib,0.521286164,0.2,0.9
IPA-3,LAQ824,0.521168582,0.135338346,2.93174E-70
GSK-1904529A,OSI-027,0.521091707,0.214446953,4.58196E-88
CCT018159,STF-62247,0.521057635,0.135658915,4.2251E-134
CI-1040,Vinorelbine,0.521056096,0.165333333,0.9
Docetaxel,NPK76-II-72-1,0.521051097,NA,4.35109E-68
GSK429286A,XMD8-85,0.521034987,0.236363636,2.6734E-73
I-BET,ZM-447439,0.52099733,0.262411348,2.37561E-66
Sorafenib,YM155,0.520975751,0.197080292,2.37561E-66
ATRA,LY317615,0.52097463,0.096938776,4.35109E-68
PAC-1,Vinorelbine,0.520949011,0.202247191,2.1906E-112
BMN-673,PD-173074,0.520931677,0.18258427,0.9
PLX4720,QL-XII-61,0.520915188,NA,2.6734E-73
GDC0941,Sorafenib,0.520875428,0.222614841,6.45759E-66
17-AAG,Thapsigargin,0.520850747,0.373056995,7.96929E-70
Thapsigargin,Zibotentan; ZD4054,0.520837819,0.078853047,1.7045E-131
Etoposide,PIK-93,0.520760285,0.132653061,5.65459E-92
TPCA-1,XMD15-27,0.520701967,NA,NA
Imatinib,Z-LLNle-CHO,0.520698084,0.16509434,1.60068E-68
BX-795,Thapsigargin,0.520677667,0.108870968,1.18275E-67
CI-1040,GSK429286A,0.520592684,0.232067511,0.9
Camptothecin,XAV 939,0.52058607,0.266871166,1.00924E-83
GDC0941,Pazopanib,0.520568817,0.342007435,3.96768E-71
Axitinib,HG-5-113-01,0.520516658,NA,6.2706E-132
AUY922,AZ628,0.520463654,0.21942446,1.24551E-87
Crizotinib,KU-55933,0.520449455,0.208754209,4.35109E-68
CP724714,LFM-A13,0.52044039,0.233502538,8.6119E-100
CP466722,PLX4720,0.520413136,0.216216216,1.8215E-118
Pyrimethamine,XMD15-27,0.520334287,NA,NA
KIN001-270,Phenformin,0.520238859,0.126903553,7.65266E-93
Camptothecin,Temsirolimus,0.520218464,0.337792642,1.18275E-67
PD-173074,XMD11-85h,0.520193052,NA,9.83489E-74
STF-62247,VX-702,0.520186686,0.352657005,8.4863E-133
AV-951,KIN001-102,0.52013716,0.238095238,7.96929E-70
HG-6-64-1,XL-880,0.520107283,0.317991632,2.08021E-92
IPA-3,XMD15-27,0.520095727,NA,NA
NSC-87877,OSI-906,0.52008519,0.236666667,5.9546E-112
Bexarotene,TL-2-105,0.520053927,NA,NA
CGP-082996,Thapsigargin,0.520035389,0.117924528,1.7045E-131
Temozolomide,YK 4-279,0.520022151,0.137184116,NA
CUDC-101,GW-2580,0.520019462,0.340206186,3.61805E-74
Cisplatin,EX-527,0.519915468,0.016666667,8.73939E-67
Dabrafenib,LAQ824,0.519908076,0.135483871,2.56718E-96
Cyclopamine,GSK690693,0.519888769,0.198606272,1.5773E-101
AZ628,MG-132,0.51983595,0.164948454,1.18275E-67
AMG-706,AZD8055,0.5198224,0.273858921,3.21504E-67
Elesclomol,QL-XII-47,0.51978391,0.154545455,1.8692E-128
Cyclopamine,NSC-207895,0.519709138,0.139037433,8.73939E-67
BMS-708163,SGC0946,0.519677414,0.181556196,6.2706E-132
5-Fluorouracil,PD-0325901,0.519664392,0.116564417,0.9
AZD6482,Erlotinib,0.519657908,0.175862069,4.35109E-68
Docetaxel,EKB-569,0.519632625,0.201438849,0.9
AR-42,AUY922,0.519559281,0.202531646,2.37561E-66
LY317615,YK 4-279,0.519552693,0.237735849,NA
NVP-BHG712,Sunitinib,0.519544366,0.275974026,1.97539E-72
FR-180204,PD-0325901,0.519494149,0.139737991,1.27812E-97
EHT 1864,GW 441756,0.519465731,0.240601504,7.1611E-106
CGP-60474,LY317615,0.519438058,0.187250996,1.13576E-90
JNK-9L,PD-0325901,0.519428384,0.212598425,NA
TGX221,TW 37,0.519359798,0.205128205,0.9
FH535,OSI-930,0.519350587,0.154929577,6.45759E-66
Erlotinib,GSK269962A,0.519325362,0.320895522,1.60068E-68
FH535,IOX2,0.519262705,0.153110048,1.3116E-107
JQ1,KIN001-135,0.519244263,0.297002725,NA
ABT-263,EX-527,0.519237692,0.23943662,7.45737E-83
Etoposide,OSI-027,0.519206377,0.18079096,2.6734E-73
QS11,SL 0101-1,0.519176363,0.207612457,3.1219E-133
Etoposide,WH-4-023,0.519137289,0.172661871,1.97539E-72
AZ628,Cyclopamine,0.519070813,0.132352941,6.45759E-66
CGP-60474,Roscovitine,0.518917737,0.323529412,0.9
GSK269962A,GW843682X,0.518917009,0.296511628,2.37561E-66
TL-1-85,Y-39983,0.518894176,NA,NA
AC220,BI-2536,0.518861399,0.24127907,1.36586E-84
BMS-509744,SB-505124,0.518857815,0.176258993,4.6334E-131
T0901317,Y-39983,0.518834894,0.236024845,2.3068E-132
Bleomycin,BMS-509744,0.518791234,0.220264317,1.80132E-75
GSK-1904529A,Ruxolitinib,0.518730656,0.25297619,7.26706E-73
GDC0941,Vorinostat,0.518720912,0.144067797,4.35109E-68
Ruxolitinib,Zibotentan; ZD4054,0.518603718,0.215547703,1.5543E-134
Embelin,RO-3306,0.518475019,0.106280193,4.6334E-131
Lapatinib,PF-4708671,0.518435525,0.278431373,7.26706E-73
Gefitinib,Methotrexate,0.518431457,0.288,0.9
AZD6482,QS11,0.518383912,0.21192053,1.7045E-131
EHT 1864,FR-180204,0.518383161,0.196911197,2.3068E-132
CP724714,QL-XII-47,0.518378678,0.376518219,8.6119E-100
ATRA,PHA-793887,0.518322669,0.069892473,6.45759E-66
KIN001-102,Ruxolitinib,0.518283863,0.291139241,2.37561E-66
Nutlin-3a,Phenformin,0.518250649,0.197969543,3.3363E-120
AV-951,Vinorelbine,0.518226424,0.241192412,0.9
DMOG,VX-11e,0.518187488,0.121495327,1.9182E-138
JNK-9L,SB 216763,0.518172199,0.166666667,NA
Cetuximab,GW 441756,0.518161006,0.292929293,2.02712E-82
ATRA,Obatoclax Mesylate,0.51809879,0.081896552,1.07853E-70
Roscovitine,SB 216763,0.518042342,0.205761317,5.88856E-69
Dabrafenib,FK866,0.517996214,0.136212625,3.5653E-107
ABT-888,SGC0946,0.517952222,0.221818182,1.1485E-133
AS601245,LAQ824,0.517934244,0.280373832,NA
GSK429286A,XL-184,0.517905605,0.322115385,1.18275E-67
KIN001-236,OSI-906,0.517868909,NA,NA
AT-7519,Bortezomib,0.517865677,0.259433962,5.88856E-69
KU-55933,MP470,0.517807763,0.165540541,1.8485E-85
EHT 1864,Gemcitabine,0.517713531,0.155797101,2.37561E-66
NVP-TAE684,Pyrimethamine,0.517690459,0.239819005,6.45759E-66
Camptothecin,Roscovitine,0.517670009,0.201219512,1.80132E-75
MG-132,Mitomycin C,0.51761314,0.311320755,1.7045E-131
EKB-569,VX-680,0.517587232,0.245283019,3.21504E-67
KIN001-102,Paclitaxel,0.517584663,0.224637681,0.9
FH535,NU-7441,0.517581088,0.132780083,1.7045E-131
Genentech Cpd 10,Roscovitine,0.517531514,NA,2.56718E-96
SB52334,Trametinib,0.51750219,0.136200717,NA
AG-014699,ATRA,0.517463677,0.070652174,2.37561E-66
GNF-2,PF-562271,0.517463397,0.32183908,6.45759E-66
MPS-1-IN-1,TGX221,0.517375429,0.227424749,NA
CP724714,piperlongumine,0.517367593,0.315789474,6.8765E-129
Afatinib,STF-62247,0.517328988,0.210084034,3.4743E-97
S-Trityl-L-cysteine,WH-4-023,0.517313529,0.149253731,1.64259E-78
CAY10603,Genentech Cpd 10,0.517267159,NA,8.0587E-113
Cyclopamine,Ruxolitinib,0.517264869,0.156097561,5.36967E-72
BMS-536924,NSC-207895,0.517239811,0.196153846,4.35109E-68
Bortezomib,GSK-650394,0.51716846,0.201923077,5.4299E-115
AZD7762,Pyrimethamine,0.517121532,0.143459916,5.8027E-102
QL-VIII-58,TL-2-105,0.517097464,NA,NA
KIN001-270,Y-39983,0.517095399,0.37244898,6.2706E-132
AS601245,NSC-207895,0.517075188,0.165289256,NA
GSK429286A,GSK690693,0.517050067,0.232142857,6.45759E-66
AS601245,ATRA,0.516948215,0.045454545,NA
I-BET,THZ-2-102-1,0.516938661,NA,2.28123E-89
BX-912,Cytarabine,0.516910613,0.167330677,5.88856E-69
GSK269962A,VX-11e,0.516904745,0.304216867,7.65266E-93
AMG-706,KIN001-270,0.516904222,0.352173913,1.7751E-108
A-443654,LY317615,0.51687353,0.276422764,0.9
GSK269962A,THZ-2-102-1,0.516866734,NA,8.4863E-133
JNK-9L,Roscovitine,0.516858303,0.305882353,NA
CMK,TL-2-105,0.516826675,NA,NA
ABT-888,IPA-3,0.516801048,0.126865672,3.21504E-67
RO-3306,TGX221,0.516782144,0.214983713,2.74341E-83
AZD7762,I-BET,0.516776219,0.19047619,9.20312E-87
GNF-2,TGX221,0.516728721,0.172413793,1.18275E-67
BMS-708163,EX-527,0.516714602,0.212851406,1.27812E-97
AZD7762,Cisplatin,0.516713468,0.011764706,1.60068E-68
AZD-0530,JNJ-26854165,0.516680522,0.254807692,1.8485E-85
STF-62247,TAK-715,0.516671694,0.394618834,4.07158E-81
LFM-A13,ZM-447439,0.516650412,0.239361702,0.9
Gefitinib,XMD14-99,0.516586168,NA,0.9
KIN001-244,RO-3306,0.51654163,0.202054795,7.1611E-106
JW-7-24-1,SB-715992,0.516520049,NA,1.64259E-78
EHT 1864,HG-5-88-01,0.516478364,NA,4.6334E-131
Bortezomib,FR-180204,0.516443334,0.168776371,8.96826E-77
CAY10603,SGC0946,0.516431059,0.254071661,1.0206E-126
EKB-569,SNX-2112,0.516383263,0.218241042,1.7045E-131
AZD6244,BMS-708163,0.516225467,0.231034483,1.97539E-72
Camptothecin,Tubastatin A,0.516220059,0.267912773,5.88856E-69
Afatinib,BMS-708163,0.516176178,0.184563758,1.18275E-67
GNF-2,Mitomycin C,0.516168225,0.155477032,6.2706E-132
Lenalidomide,Thapsigargin,0.516153782,0.125,9.0689E-120
AUY922,FK866,0.516137147,0.267782427,1.49785E-81
Erlotinib,Roscovitine,0.516067303,0.282296651,2.37561E-66
CCT018159,LAQ824,0.516040137,0.234782609,1.36586E-84
KIN001-102,piperlongumine,0.515995954,0.153846154,6.80024E-86
AKT inhibitor VIII,QL-X-138,0.515950199,0.291666667,6.2706E-132
SB590885,TGX221,0.515934063,0.340277778,0.9
BAY 61-3606,YM155,0.515901309,0.263513514,1.00924E-83
5-Fluorouracil,I-BET,0.515894746,0.098360656,0.9
Axitinib,BI-2536,0.51581142,0.21402214,4.46503E-78
Epothilone B,PD-0325901,0.515808779,0.122171946,NA
GSK1070916,PF-4708671,0.515785894,0.255060729,7.26706E-73
Epothilone B,PIK-93,0.515780453,0.204,NA
Elesclomol,SGC0946,0.515771555,0.131578947,6.80024E-86
GSK-1904529A,Vorinostat,0.515757343,0.168965517,4.46503E-78
CH5424802,XAV 939,0.515753064,0.177935943,2.1036E-135
AZD6244,KIN001-135,0.515743319,0.241157556,NA
BX-795,LY317615,0.515693677,0.245551601,6.45759E-66
KIN001-135,XMD11-85h,0.515610333,NA,NA
Crizotinib,PD-0325901,0.515605248,0.192307692,0.9
AZD6244,JNK-9L,0.515574957,0.235494881,NA
GW 441756,Parthenolide,0.515570695,0.096330275,1.24551E-87
PD-173074,PLX4720,0.515507899,0.238461538,0.9
PD-0325901,QS11,0.515491177,0.218181818,5.36967E-72
AZD-0530,CGP-082996,0.515466331,0.350649351,8.73939E-67
Elesclomol,STF-62247,0.515428677,0.136094675,7.7385E-136
5-Fluorouracil,BMS-509744,0.515425258,0.095454545,8.73939E-67
AZD-0530,GW 441756,0.515406981,0.205776173,9.83489E-74
KIN001-135,XMD8-85,0.515283012,0.213836478,NA
Cyclopamine,XMD8-85,0.515163267,0.14893617,3.8528E-137
CGP-60474,GW 441756,0.515127718,0.248908297,8.96826E-77
I-BET,Obatoclax Mesylate,0.515120208,0.169014085,4.8965E-75
KIN001-102,Mitomycin C,0.515092465,0.169435216,8.4863E-133
EKB-569,Temsirolimus,0.51500929,0.19921875,0.9
FR-180204,XAV 939,0.514927163,0.15530303,7.7385E-136
BMS-536924,Roscovitine,0.51489789,0.189473684,0.9
NVP-TAE684,PLX4720,0.514862065,0.210332103,2.22301E-79
Axitinib,FR-180204,0.514854697,0.297674419,3.61805E-74
EKB-569,THZ-2-102-1,0.514854314,NA,4.2251E-134
FMK,KIN001-236,0.514833186,NA,NA
I-BET,NVP-BHG712,0.514805005,0.236363636,1.60068E-68
CH5424802,Nilotinib,0.514741805,0.279151943,2.93174E-70
FMK,Paclitaxel,0.514710319,0.183870968,0.9
Axitinib,Tamoxifen,0.51461971,0.210227273,2.37561E-66
MS-275,Nutlin-3a,0.51461597,0.218253968,9.44413E-97
BX-912,EX-527,0.514463235,0.219730942,5.5721E-125
FTI-277,Thapsigargin,0.514426787,0.138613861,9.0689E-120
KIN001-102,NVP-BEZ235,0.514376283,0.393203883,2.50167E-86
Embelin,WZ-1-84,0.514350771,0.092783505,1.64259E-78
LY317615,NVP-BEZ235,0.514350503,0.260683761,9.83489E-74
NPK76-II-72-1,Olaparib,0.514347243,NA,4.35109E-68
BMS-536924,MLN4924,0.51430939,0.188087774,2.37561E-66
Cetuximab,Lapatinib,0.514297143,0.188,0.9
CGP-60474,RO-3306,0.514288115,0.177865613,0.9
OSI-027,XMD13-2,0.514274447,NA,NA
EHT 1864,Mitomycin C,0.514154578,0.223367698,3.4743E-97
VNLG/124,XMD13-2,0.514142301,NA,NA
CMK,OSU-03012,0.514136986,0.223021583,NA
UNC0638,UNC1215,0.514095496,0.248730964,6.2706E-132
PLX4720,STF-62247,0.514085576,0.207048458,1.03567E-93
Elesclomol,Vinorelbine,0.514081817,0.145833333,7.65266E-93
BI-2536,UNC1215,0.514078277,0.334883721,2.9646E-113
BAY 61-3606,LAQ824,0.51404147,0.239316239,2.4652E-119
